0, 32988, 32828, 32740, 32852
1, 32988, 32828, 32724, 32844
2, 32972, 32836, 32720, 32844
3, 32984, 32808, 32724, 32840
4, 32976, 32816, 32724, 32836
5, 32992, 32820, 32712, 32832
6, 32984, 32820, 32724, 32840
7, 32984, 32828, 32708, 32824
8, 32980, 32832, 32716, 32840
9, 33000, 32816, 32708, 32836
10, 32980, 32820, 32716, 32832
11, 32980, 32832, 32716, 32848
12, 33008, 32824, 32716, 32840
13, 33000, 32832, 32736, 32848
14, 32996, 32828, 32724, 32836
15, 33000, 32808, 32732, 32840
16, 33000, 32824, 32732, 32840
17, 33004, 32836, 32732, 32840
18, 33008, 32828, 32720, 32836
19, 33004, 32824, 32732, 32828
20, 32996, 32824, 32724, 32840
21, 33004, 32824, 32724, 32840
22, 33004, 32828, 32732, 32840
23, 32996, 32824, 32720, 32844
24, 33004, 32828, 32720, 32848
25, 33004, 32840, 32736, 32844
26, 33000, 32832, 32724, 32840
27, 33008, 32820, 32728, 32832
28, 33016, 32840, 32728, 32840
29, 33000, 32828, 32716, 32840
30, 33000, 32828, 32716, 32848
31, 33012, 32836, 32740, 32840
32, 33004, 32820, 32736, 32832
33, 33012, 32832, 32724, 32832
34, 32996, 32824, 32728, 32836
35, 33020, 32836, 32724, 32840
36, 33008, 32828, 32720, 32844
37, 33004, 32832, 32724, 32844
38, 33008, 32824, 32720, 32844
39, 33004, 32828, 32720, 32836
40, 33012, 32832, 32724, 32840
41, 33012, 32820, 32716, 32836
42, 33020, 32824, 32732, 32836
43, 33004, 32832, 32708, 32840
44, 33008, 32832, 32732, 32840
45, 33016, 32828, 32720, 32844
46, 32996, 32824, 32716, 32840
47, 32988, 32820, 32724, 32844
48, 33056, 32852, 32736, 32844
49, 33012, 32840, 32732, 32848
50, 32984, 32832, 32736, 32848
51, 32992, 32840, 32736, 32844
52, 33000, 32828, 32732, 32840
53, 32992, 32832, 32724, 32852
54, 32996, 32820, 32724, 32840
55, 32984, 32812, 32716, 32824
56, 32984, 32832, 32716, 32840
57, 32984, 32824, 32720, 32840
58, 32988, 32832, 32724, 32840
59, 32988, 32820, 32724, 32836
60, 32992, 32828, 32728, 32836
61, 33000, 32836, 32728, 32840
62, 32988, 32828, 32720, 32832
63, 32988, 32820, 32716, 32852
64, 32988, 32820, 32724, 32836
65, 32992, 32820, 32724, 32844
66, 32984, 32812, 32728, 32836
67, 32988, 32816, 32728, 32832
68, 32980, 32820, 32720, 32836
69, 32984, 32820, 32720, 32836
70, 32984, 32816, 32728, 32840
71, 32972, 32812, 32712, 32856
72, 32976, 32820, 32724, 32832
73, 32980, 32828, 32728, 32832
74, 32976, 32832, 32712, 32832
75, 32976, 32832, 32724, 32832
76, 32976, 32836, 32732, 32836
77, 32988, 32816, 32724, 32832
78, 32984, 32824, 32724, 32840
79, 32972, 32812, 32720, 32836
80, 32972, 32824, 32720, 32836
81, 32984, 32820, 32716, 32832
82, 32984, 32832, 32716, 32836
83, 32964, 32824, 32720, 32840
84, 32980, 32824, 32720, 32852
85, 32976, 32816, 32720, 32836
86, 32968, 32808, 32728, 32840
87, 32980, 32812, 32712, 32832
88, 32972, 32808, 32712, 32848
89, 32988, 32816, 32732, 32844
90, 32972, 32820, 32712, 32840
91, 32984, 32816, 32712, 32840
92, 32996, 32832, 32720, 32832
93, 32992, 32816, 32724, 32832
94, 32980, 32828, 32716, 32832
95, 32976, 32812, 32728, 32828
96, 32972, 32816, 32724, 32836
97, 32980, 32824, 32724, 32832
98, 32988, 32816, 32716, 32836
99, 32964, 32820, 32724, 32840
100, 33000, 32816, 32720, 32852
101, 33004, 32828, 32724, 32852
102, 33008, 32820, 32728, 32836
103, 33004, 32820, 32720, 32828
104, 32984, 32824, 32724, 32836
105, 33000, 32828, 32740, 32836
106, 32996, 32824, 32720, 32840
107, 33004, 32828, 32716, 32836
108, 33000, 32824, 32716, 32832
109, 33012, 32832, 32724, 32840
110, 32996, 32820, 32732, 32840
111, 32988, 32820, 32728, 32832
112, 32996, 32816, 32732, 32840
113, 33004, 32824, 32728, 32836
114, 33004, 32820, 32724, 32828
115, 32988, 32820, 32736, 32832
116, 33008, 32816, 32720, 32840
117, 32992, 32828, 32720, 32832
118, 32996, 32808, 32728, 32840
119, 33004, 32824, 32712, 32844
120, 33004, 32840, 32716, 32860
121, 33012, 32828, 32724, 32844
122, 33004, 32808, 32716, 32844
123, 33004, 32820, 32724, 32840
124, 33012, 32828, 32732, 32832
125, 33016, 32816, 32724, 32848
126, 33012, 32812, 32728, 32832
127, 32996, 32832, 32724, 32832
128, 32996, 32828, 32728, 32844
129, 33020, 32820, 32724, 32840
130, 33020, 32832, 32716, 32848
131, 33016, 32832, 32732, 32852
132, 33008, 32828, 32712, 32840
133, 33016, 32824, 32732, 32824
134, 33020, 32824, 32724, 32832
135, 33016, 32832, 32724, 32836
136, 32984, 32820, 32732, 32836
137, 33048, 32852, 32728, 32824
138, 33036, 32844, 32736, 32840
139, 32988, 32824, 32732, 32848
140, 32976, 32840, 32716, 32840
141, 32992, 32820, 32732, 32836
142, 32996, 32824, 32724, 32844
143, 32980, 32836, 32720, 32848
144, 32988, 32820, 32728, 32824
145, 32992, 32832, 32724, 32840
146, 32988, 32824, 32736, 32832
147, 32984, 32816, 32724, 32840
148, 32988, 32816, 32728, 32840
149, 32992, 32824, 32728, 32836
150, 32980, 32828, 32728, 32836
151, 32972, 32820, 32728, 32832
152, 32984, 32828, 32728, 32828
153, 32972, 32824, 32720, 32848
154, 32988, 32816, 32728, 32836
155, 32972, 32824, 32720, 32844
156, 32980, 32828, 32720, 32832
157, 32976, 32832, 32712, 32840
158, 32988, 32816, 32712, 32840
159, 32976, 32828, 32728, 32840
160, 32964, 32816, 32720, 32848
161, 32976, 32828, 32720, 32848
162, 32988, 32816, 32716, 32840
163, 32972, 32824, 32716, 32844
164, 32976, 32824, 32716, 32840
165, 32976, 32808, 32716, 32844
166, 32976, 32828, 32728, 32836
167, 32980, 32808, 32720, 32832
168, 32976, 32832, 32724, 32848
169, 32980, 32832, 32728, 32836
170, 32976, 32820, 32732, 32852
171, 32980, 32824, 32720, 32824
172, 32976, 32824, 32724, 32832
173, 32972, 32828, 32712, 32840
174, 32980, 32832, 32732, 32844
175, 32980, 32820, 32732, 32840
176, 32976, 32820, 32732, 32836
177, 32992, 32824, 32724, 32852
178, 32976, 32828, 32716, 32840
179, 32980, 32816, 32728, 32840
180, 32972, 32820, 32724, 32836
181, 32972, 32824, 32720, 32848
182, 32988, 32828, 32720, 32836
183, 32980, 32824, 32728, 32852
184, 32976, 32832, 32716, 32848
185, 32988, 32828, 32716, 32844
186, 32988, 32832, 32724, 32844
187, 32996, 32824, 32728, 32848
188, 32964, 32824, 32720, 32848
189, 32996, 32812, 32724, 32840
190, 33004, 32824, 32712, 32844
191, 32996, 32824, 32720, 32844
192, 33000, 32824, 32716, 32832
193, 33008, 32832, 32716, 32840
194, 32996, 32824, 32720, 32844
195, 33000, 32820, 32724, 32844
196, 32988, 32832, 32720, 32852
197, 32996, 32816, 32732, 32840
198, 33004, 32828, 32728, 32856
199, 32996, 32816, 32736, 32828
200, 32996, 32828, 32728, 32840
201, 33008, 32808, 32728, 32832
202, 32996, 32820, 32724, 32832
203, 32996, 32828, 32724, 32840
204, 33008, 32812, 32720, 32848
205, 33008, 32828, 32720, 32848
206, 33008, 32824, 32724, 32840
207, 33012, 32824, 32732, 32832
208, 32992, 32820, 32716, 32832
209, 33004, 32820, 32732, 32840
210, 33000, 32832, 32712, 32840
211, 32988, 32820, 32716, 32840
212, 32996, 32828, 32728, 32840
213, 33004, 32804, 32704, 32836
214, 33016, 32824, 32728, 32840
215, 33008, 32832, 32728, 32832
216, 33012, 32828, 32736, 32844
217, 33008, 32824, 32712, 32844
218, 33004, 32828, 32720, 32844
219, 33012, 32820, 32712, 32824
220, 33012, 32828, 32728, 32840
221, 33012, 32816, 32724, 32848
222, 33000, 32836, 32716, 32836
223, 33016, 32828, 32720, 32844
224, 33000, 32832, 32720, 32840
225, 33032, 32844, 32728, 32836
226, 33044, 32852, 32732, 32852
227, 32992, 32836, 32724, 32832
228, 32988, 32832, 32736, 32832
229, 32992, 32832, 32736, 32836
230, 32980, 32828, 32724, 32840
231, 32988, 32828, 32728, 32840
232, 32980, 32836, 32716, 32828
233, 32984, 32832, 32720, 32836
234, 32984, 32824, 32720, 32844
235, 32988, 32824, 32724, 32840
236, 32984, 32824, 32716, 32844
237, 32984, 32824, 32736, 32828
238, 32984, 32828, 32724, 32852
239, 32988, 32828, 32712, 32832
240, 32980, 32828, 32728, 32844
241, 32980, 32828, 32732, 32840
242, 32980, 32820, 32720, 32856
243, 32988, 32828, 32724, 32852
244, 32988, 32828, 32712, 32848
245, 32980, 32828, 32720, 32832
246, 32984, 32820, 32716, 32836
247, 32984, 32816, 32712, 32840
248, 32980, 32832, 32728, 32848
249, 32976, 32824, 32712, 32844
250, 32976, 32812, 32724, 32844
251, 32988, 32816, 32720, 32840
252, 32996, 32816, 32720, 32832
253, 32976, 32820, 32740, 32840
254, 32976, 32804, 32724, 32840
255, 32976, 32808, 32720, 32832
256, 32980, 32824, 32708, 32852
257, 32980, 32828, 32720, 32844
258, 32984, 32812, 32724, 32840
259, 32976, 32828, 32736, 32852
260, 32976, 32820, 32724, 32828
261, 32976, 32824, 32720, 32832
262, 32988, 32824, 32724, 32836
263, 32984, 32816, 32712, 32836
264, 32980, 32824, 32724, 32832
265, 32984, 32832, 32720, 32840
266, 32988, 32816, 32728, 32844
267, 32976, 32832, 32712, 32836
268, 32984, 32816, 32724, 32840
269, 32976, 32820, 32720, 32848
270, 32980, 32820, 32736, 32848
271, 32980, 32836, 32728, 32832
272, 32972, 32824, 32732, 32832
273, 32984, 32820, 32740, 32832
274, 32972, 32828, 32728, 32844
275, 32976, 32820, 32728, 32840
276, 32976, 32820, 32728, 32848
277, 32976, 32824, 32728, 32836
278, 32996, 32816, 32724, 32832
279, 33004, 32816, 32724, 32836
