    0,  1242
    1,  1271
    2,  1297
    3,  1319
    4,  1339
    5,  1354
    6,  1370
    7,  1382
    8,  1385
    9,  1391
   10,  1389
   11,  1385
   12,  1380
   13,  1370
   14,  1358
   15,  1339
   16,  1319
   17,  1297
   18,  1268
   19,  1241
   20,  1208
   21,  1173
   22,  1136
   23,  1094
   24,  1054
   25,  1009
   26,   961
   27,   913
   28,   863
   29,   812
   30,   758
   31,   702
   32,   651
   33,   594
   34,   541
   35,   484
   36,   428
   37,   373
   38,   315
   39,   264
   40,   211
   41,   154
   42,   105
   43,    55
   44,     7
   45,   -38
   46,   -84
   47,  -126
   48,  -168
   49,  -204
   50,  -236
   51,  -270
   52,  -295
   53,  -323
   54,  -348
   55,  -364
   56,  -383
   57,  -394
   58,  -404
   59,  -411
   60,  -412
   61,  -416
   62,  -410
   63,  -401
   64,  -392
   65,  -375
   66,  -362
   67,  -342
   68,  -318
   69,  -293
   70,  -259
   71,  -230
   72,  -193
   73,  -157
   74,  -120
   75,   -75
   76,   -32
   77,    15
   78,    65
   79,   110
   80,   161
   81,   211
   82,   264
   83,   318
   84,   368
   85,   425
   86,   476
   87,   525
   88,   579
   89,   629
   90,   681
   91,   733
   92,   779
   93,   828
   94,   869
   95,   915
   96,   959
   97,   996
   98,  1036
   99,  1068
  100,  1098
  101,  1127
  102,  1154
  103,  1179
  104,  1198
  105,  1215
  106,  1228
  107,  1237
  108,  1246
  109,  1248
  110,  1249
  111,  1248
  112,  1239
  113,  1230
  114,  1216
  115,  1198
  116,  1180
  117,  1156
  118,  1130
  119,  1101
  120,  1067
  121,  1037
  122,   996
  123,   957
  124,   916
  125,   868
  126,   824
  127,   776
  128,   727
  129,   676
  130,   621
  131,   570
  132,   514
  133,   459
  134,   406
  135,   348
  136,   295
  137,   237
  138,   183
  139,   129
  140,    74
  141,    26
  142,   -28
  143,   -79
  144,  -125
  145,  -171
  146,  -216
  147,  -256
  148,  -297
  149,  -331
  150,  -368
  151,  -398
  152,  -426
  153,  -454
  154,  -471
  155,  -493
  156,  -508
  157,  -519
  158,  -532
  159,  -536
  160,  -541
  161,  -538
  162,  -533
  163,  -529
  164,  -514
  165,  -502
  166,  -485
  167,  -462
  168,  -441
  169,  -412
  170,  -382
  171,  -350
  172,  -314
  173,  -279
  174,  -236
  175,  -195
  176,  -153
  177,  -105
  178,   -59
  179,    -9
  180,    42
  181,    91
  182,   147
  183,   196
  184,   252
  185,   306
  186,   356
  187,   414
  188,   462
  189,   515
  190,   567
  191,   614
  192,   667
  193,   711
  194,   758
  195,   801
  196,   841
  197,   882
  198,   917
  199,   953
  200,   987
  201,  1014
  202,  1042
  203,  1064
  204,  1083
  205,  1101
  206,  1115
  207,  1126
  208,  1133
  209,  1132
  210,  1137
  211,  1130
  212,  1126
  213,  1116
  214,  1101
  215,  1085
  216,  1063
  217,  1041
  218,  1015
  219,   985
  220,   957
  221,   919
  222,   882
  223,   843
  224,   797
  225,   754
  226,   707
  227,   660
  228,   611
  229,   557
  230,   508
  231,   451
  232,   396
  233,   344
  234,   284
  235,   230
  236,   176
  237,   118
  238,    65
  239,     9
  240,   -43
  241,   -96
  242,  -147
  243,  -194
  244,  -243
  245,  -289
  246,  -331
  247,  -375
  248,  -411
  249,  -449
  250,  -482
  251,  -511
  252,  -544
  253,  -565
  254,  -589
  255,  -608
  256,  -622
  257,  -637
  258,  -644
  259,  -649
  260,  -653
  261,  -649
  262,  -646
  263,  -637
  264,  -626
  265,  -612
  266,  -592
  267,  -574
  268,  -547
  269,  -520
  270,  -492
  271,  -457
  272,  -424
  273,  -383
  274,  -344
  275,  -302
  276,  -255
  277,  -211
  278,  -162
  279,  -112
  280,   -64
  281,    -9
  282,    42
  283,    94
  284,   148
  285,   202
  286,   257
  287,   309
  288,   362
  289,   417
  290,   464
  291,   517
  292,   564
  293,   613
  294,   662
  295,   702
  296,   746
  297,   787
  298,   821
  299,   859
  300,   889
  301,   920
  302,   947
  303,   967
  304,   991
  305,  1006
  306,  1021
  307,  1032
  308,  1038
  309,  1045
  310,  1043
  311,  1042
  312,  1037
  313,  1024
  314,  1015
  315,   996
  316,   978
  317,   955
  318,   929
  319,   902
  320,   869
  321,   835
  322,   799
  323,   757
  324,   718
  325,   674
  326,   627
  327,   580
  328,   529
  329,   479
  330,   427
  331,   372
  332,   321
  333,   265
  334,   211
  335,   158
  336,    99
  337,    47
  338,    -9
  339,   -61
  340,  -114
  341,  -167
  342,  -215
  343,  -267
  344,  -313
  345,  -356
  346,  -404
  347,  -442
  348,  -481
  349,  -519
  350,  -551
  351,  -584
  352,  -610
  353,  -637
  354,  -658
  355,  -676
  356,  -691
  357,  -700
  358,  -709
  359,  -716
  360,  -714
  361,  -714
  362,  -708
  363,  -700
  364,  -691
  365,  -672
  366,  -657
  367,  -635
  368,  -610
  369,  -585
  370,  -552
  371,  -521
  372,  -484
  373,  -446
  374,  -408
  375,  -361
  376,  -318
  377,  -272
  378,  -222
  379,  -175
  380,  -123
  381,   -71
  382,   -19
  383,    34
  384,    87
  385,   143
  386,   196
  387,   249
  388,   304
  389,   352
  390,   406
  391,   457
  392,   504
  393,   555
  394,   600
  395,   644
  396,   687
  397,   725
  398,   764
  399,   798
  400,   832
  401,   863
  402,   888
  403,   912
  404,   932
  405,   950
  406,   965
  407,   974
  408,   984
  409,   986
  410,   986
  411,   986
  412,   977
  413,   969
  414,   958
  415,   938
  416,   922
  417,   898
  418,   874
  419,   844
  420,   812
  421,   780
  422,   740
  423,   703
  424,   662
  425,   614
  426,   573
  427,   525
  428,   474
  429,   423
  430,   370
  431,   320
  432,   264
  433,   210
  434,   156
  435,    98
  436,    47
  437,   -10
  438,   -64
  439,  -115
  440,  -168
  441,  -221
  442,  -273
  443,  -319
  444,  -365
  445,  -415
  446,  -455
  447,  -496
  448,  -536
  449,  -570
  450,  -606
  451,  -636
  452,  -662
  453,  -689
  454,  -708
  455,  -729
  456,  -744
  457,  -753
  458,  -764
  459,  -767
  460,  -771
  461,  -768
  462,  -761
  463,  -754
  464,  -739
  465,  -727
  466,  -710
  467,  -687
  468,  -664
  469,  -634
  470,  -605
  471,  -573
  472,  -534
  473,  -499
  474,  -457
  475,  -413
  476,  -371
  477,  -321
  478,  -275
  479,  -224
  480,  -173
  481,  -122
  482,   -67
  483,   -14
  484,    40
  485,    95
  486,   146
  487,   203
  488,   252
  489,   307
  490,   359
  491,   407
  492,   460
  493,   505
  494,   553
  495,   598
  496,   638
  497,   680
  498,   715
  499,   752
  500,   783
  501,   813
  502,   843
  503,   865
  504,   884
  505,   905
  506,   917
  507,   929
  508,   936
  509,   939
  510,   943
  511,   938
  512,   934
  513,   924
  514,   910
  515,   897
  516,   875
  517,   854
  518,   830
  519,   798
  520,   769
  521,   733
  522,   697
  523,   659
  524,   615
  525,   574
  526,   527
  527,   478
  528,   431
  529,   378
  530,   329
  531,   275
  532,   221
  533,   168
  534,   112
  535,    59
  536,     3
  537,   -54
  538,  -106
  539,  -161
  540,  -211
  541,  -263
  542,  -315
  543,  -361
  544,  -411
  545,  -455
  546,  -495
  547,  -540
  548,  -575
  549,  -613
  550,  -646
  551,  -676
  552,  -706
  553,  -728
  554,  -751
  555,  -768
  556,  -784
  557,  -797
  558,  -801
  559,  -809
  560,  -811
  561,  -807
  562,  -804
  563,  -793
  564,  -782
  565,  -768
  566,  -748
  567,  -728
  568,  -702
  569,  -673
  570,  -645
  571,  -609
  572,  -576
  573,  -536
  574,  -495
  575,  -453
  576,  -406
  577,  -361
  578,  -311
  579,  -262
  580,  -213
  581,  -158
  582,  -108
  583,   -54
  584,     2
  585,    55
  586,   112
  587,   162
  588,   217
  589,   269
  590,   320
  591,   373
  592,   422
  593,   469
  594,   517
  595,   559
  596,   603
  597,   643
  598,   679
  599,   716
  600,   746
  601,   778
  602,   804
  603,   827
  604,   849
  605,   865
  606,   882
  607,   894
  608,   898
  609,   906
  610,   904
  611,   902
  612,   895
  613,   882
  614,   870
  615,   847
  616,   823
  617,   797
  618,   766
  619,   735
  620,   697
  621,   658
  622,   616
  623,   569
  624,   525
  625,   475
  626,   424
  627,   376
  628,   318
  629,   261
  630,   201
  631,   140
  632,    85
  633,    24
