   71, 11618, 16836, 32766,   -18,   -34,    -1,   647,     3,    -2,     0,     0,     0,    -3,     0,     0,     0
   72, 11619, 16833, 32764,   -16,  -214,    -2, -3466,     2,     0,     0,     0,     0,    -3,    -1,     0,    -1
   73, 11619, 16836, 32767,   -13,  -387,    -2, -7526,     1,     1,     0,     0,     0,    -3,     0,     0,    -2
   74, 11621, 16838, 32767,   -11,  -550,    -1, -11466,     2,     4,    -2,     0,     0,    -1,     1,     0,    -1
   75, 11619, 16836, 32767,    -8,  -702,    -1, -15227,     2,     4,    -1,     0,     0,    -3,     1,     0,    -2
   76, 11619, 16834, 32766,    -7,  -844,    -1, -18754,     2,     6,     0,     0,     0,    -3,    -1,     0,    -3
   77, 11618, 16836, 32767,    -3,  -971,     0, -21983,     2,     8,     2,     0,     0,    -3,    -1,     0,    -1
   78, 11618, 16833, 32765,     0, -1079,     0, -24863,     2,     8,     0,     0,     0,    -3,    -1,     0,    -1
   79, 11620, 16834, 32766,     2, -1168,     0, -27353,     2,     9,     0,     0,     0,    -3,    -1,     0,     0
   80, 11618, 16838, 32767,     5, -1238,    -1, -29415,     1,    10,     0,     0,     0,    -3,     1,     0,    -2
   81, 11619, 16837, 32766,     6, -1285,    -1, -31012,     2,    11,     0,     0,     0,    -4,     1,     0,    -1
   82, 11619, 16838, 32764,     8, -1315,     0, -32114,     2,    13,     0,     0,     0,    -4,     0,     0,     0
   83, 11619, 16840, 32767,     9, -1317,    -1, -32728,     1,    11,    -1,     0,     0,    -3,    -1,     0,    -1
   84, 11618, 16833, 32765,    13, -1297,     0, -32768,     1,    14,     0,     0,     0,    -3,     0,     0,    -1
   85, 11620, 16835, 32766,    13, -1257,     0, -32391,     2,    12,    -1,     0,     0,    -5,     0,     0,    -1
   86, 11620, 16834, 32765,    15, -1195,    -1, -31458,     3,    11,     0,     0,     0,    -5,     0,     0,    -1
   87, 11619, 16836, 32766,    15, -1114,    -1, -30030,     1,    11,     0,     0,     0,    -3,     1,     0,    -2
   88, 11619, 16834, 32766,    17, -1010,     0, -28130,     1,    11,    -2,     0,     0,    -3,     0,     0,    -1
   89, 11619, 16840, 32763,    17,  -889,     0, -25782,     1,    11,    -1,     0,     0,    -3,     1,     0,    -1
   90, 11619, 16832, 32767,    17,  -755,     2, -23039,     2,     7,     0,     0,     0,    -3,     0,     0,    -1
   91, 11619, 16837, 32767,    16,  -608,     0, -19934,     2,     6,     0,     0,     0,    -4,     2,     0,    -2
   92, 11619, 16833, 32764,    17,  -450,     0, -16510,     2,     6,     1,     0,     0,    -3,     0,     0,     0
   93, 11618, 16838, 32767,    14,  -279,     0, -12827,     3,     3,     0,     0,     0,    -4,     0,     0,     0
   94, 11618, 16834, 32765,    13,  -102,    -2, -8942,     3,     2,    -2,     0,     0,    -4,    -1,     0,    -1
   95, 11618, 16837, 32765,    13,    74,     0, -4921,     1,     0,     0,     0,     0,    -3,     0,     0,    -1
   96, 11620, 16835, 32766,    11,   251,    -2,  -825,     2,    -1,    -1,     0,     0,    -3,     1,     0,    -1
   97, 11619, 16839, 32767,     7,   426,     0,  3287,     3,    -3,    -2,     0,     0,    -4,     0,     0,    -1
   98, 11619, 16838, 32767,     6,   598,    -1,  7341,     3,    -5,    -1,     0,     0,    -4,     0,     0,    -2
   99, 11620, 16835, 32766,     6,   761,     0, 11280,     2,    -6,    -1,     0,     0,    -4,     2,     0,     0
  100, 11619, 16835, 32766,     3,   912,     0, 15040,     1,    -9,    -1,     0,     0,    -3,     1,     0,     0
  101, 11619, 16834, 32766,     0,  1050,    -1, 18558,     1,    -9,    -2,     0,     0,    -2,     0,     0,     0
  102, 11619, 16829, 32766,    -3,  1175,     0, 21787,     2,   -11,    -2,     0,     0,    -3,     2,     0,     0
  103, 11619, 16832, 32767,    -6,  1281,     0, 24662,     3,   -15,    -2,     0,     0,    -3,     1,     0,    -1
  104, 11619, 16837, 32767,    -8,  1369,    -2, 27147,     2,   -15,     0,     0,     0,    -1,     0,     0,     0
  105, 11618, 16837, 32767,   -10,  1434,    -2, 29215,     1,   -15,     0,     0,     0,    -2,    -1,     0,    -1
  106, 11620, 16838, 32767,   -11,  1481,    -1, 30812,     3,   -16,    -2,     0,     0,    -3,     1,     0,     0
  107, 11619, 16835, 32765,   -15,  1507,    -1, 31926,     2,   -15,    -2,     0,     0,    -3,     1,     0,     0
  108, 11620, 16838, 32766,   -16,  1512,    -2, 32534,     2,   -16,    -2,     0,     0,    -4,     0,     0,    -1
  109, 11618, 16838, 32767,   -17,  1490,    -1, 32619,     4,   -16,    -1,     0,     0,    -4,     0,     0,     0
  110, 11618, 16836, 32767,   -19,  1444,    -2, 32191,     2,   -16,    -1,     0,     0,    -2,    -1,     0,     0
  111, 11619, 16830, 32767,   -20,  1380,    -2, 31253,     2,   -15,     0,     0,     0,    -2,     0,     0,     1
  112, 11619, 16836, 32766,   -21,  1298,    -1, 29831,     3,   -15,     0,     0,     0,    -3,     1,     0,    -2
  113, 11619, 16839, 32767,   -21,  1195,    -2, 27930,     1,   -14,     0,     0,     0,    -2,     1,     0,     1
  114, 11619, 16841, 32767,   -21,  1073,    -1, 25592,     2,   -13,    -1,     0,     0,    -2,     0,     0,     0
  115, 11618, 16836, 32765,   -21,   935,    -1, 22844,     2,   -11,     0,     0,     0,    -3,    -1,     0,    -1
  116, 11620, 16832, 32765,   -21,   785,    -1, 19733,     3,   -10,     0,     0,     0,    -4,     0,     0,    -1
  117, 11618, 16834, 32767,   -20,   624,    -1, 16309,     0,    -9,     0,     0,     0,    -3,     0,     0,     0
  118, 11620, 16836, 32766,   -19,   455,    -1, 12622,     3,    -7,     2,     0,     0,    -2,     1,     0,     1
  119, 11619, 16831, 32764,   -20,   277,    -1,  8738,     2,    -5,     0,     0,     0,    -3,     0,     0,     0
  120, 11619, 16837, 32767,   -16,    96,    -2,  4716,     2,    -4,     0,     0,     0,    -4,     0,     0,     0
  121, 11620, 16838, 32767,   -15,   -82,    -1,   617,     2,    -2,     0,     0,     0,    -4,     0,     0,    -1
  122, 11620, 16841, 32767,   -12,  -258,    -1, -3497,     2,     0,    -1,     0,     0,    -4,     0,     0,    -1
  123, 11619, 16833, 32767,   -10,  -432,    -3, -7556,     1,     1,     1,     0,     0,    -4,    -1,     0,    -1
  124, 11618, 16836, 32764,    -8,  -597,    -1, -11497,     3,     3,     0,     0,     0,    -4,     0,     0,    -1
  125, 11620, 16831, 32767,    -5,  -750,    -1, -15252,     2,     4,     1,     0,     0,    -3,     0,     0,    -1
  126, 11618, 16835, 32767,    -3,  -890,    -1, -18772,     2,     7,     0,     0,     0,    -3,     0,     0,    -1
  127, 11620, 16833, 32767,    -1, -1015,     0, -22003,     2,     9,     0,     0,     0,    -4,     1,     0,    -1
  128, 11620, 16836, 32767,     2, -1124,     0, -24884,     1,    11,     1,     0,     0,    -4,     0,     0,    -1
  129, 11619, 16835, 32767,     3, -1215,    -1, -27370,     1,    10,    -1,     0,     0,    -3,     0,     0,    -1
  130, 11619, 16836, 32766,     7, -1283,     0, -29431,     2,    11,    -1,     0,     0,    -4,     0,     0,    -1
  131, 11618, 16831, 32767,     9, -1329,     1, -31022,     2,    12,     0,     0,     0,    -2,     0,     0,     0
  132, 11618, 16835, 32765,    11, -1355,     0, -32123,     1,    13,     0,     0,     0,    -3,     0,     0,    -2
  133, 11619, 16834, 32767,    12, -1359,     0, -32721,     2,    14,    -1,     0,     0,    -2,     1,     0,    -2
  134, 11619, 16839, 32767,    15, -1342,    -1, -32768,     0,    13,     0,     0,     0,    -3,     0,     0,    -2
  135, 11619, 16831, 32767,    16, -1301,     0, -32384,     1,    12,     0,     0,     0,    -3,     1,     0,    -1
  136, 11619, 16838, 32766,    17, -1235,     0, -31448,     3,    11,    -1,     0,     0,    -3,     1,     0,    -1
  137, 11618, 16837, 32767,    19, -1153,    -1, -30018,     2,    12,    -1,     0,     0,    -3,     0,     0,    -1
  138, 11618, 16840, 32765,    20, -1054,    -1, -28116,     2,    11,    -1,     0,     0,    -3,     0,     0,    -1
  139, 11620, 16833, 32767,    20,  -933,    -1, -25767,     1,    10,     0,     0,     0,    -4,     0,     0,     0
  140, 11619, 16836, 32767,    20,  -795,     0, -23013,     1,     9,    -1,     0,     0,    -4,     1,     0,    -1
  141, 11619, 16832, 32765,    20,  -645,     0, -19908,     1,     8,    -2,     0,     0,    -4,     0,     0,    -2
  142, 11619, 16835, 32766,    20,  -486,     0, -16486,     2,     7,     0,     0,     0,    -3,     0,     0,    -1
  143, 11619, 16829, 32765,    19,  -320,     0, -12800,     2,     3,    -1,     0,     0,    -3,    -1,     0,    -2
  144, 11617, 16835, 32765,    18,  -145,    -1, -8916,     2,     1,    -2,     0,     0,    -3,    -1,     0,     0
  145, 11617, 16837, 32767,    16,    33,    -1, -4892,     3,     0,    -1,     0,     0,    -3,     0,     0,    -2
  146, 11619, 16840, 32767,    15,   213,    -2,  -791,     2,    -1,     0,     0,     0,    -4,     0,     0,    -1
  147, 11619, 16834, 32767,    12,   390,     0,  3321,     1,    -3,    -1,     0,     0,    -4,     0,     0,     0
  148, 11618, 16838, 32767,     9,   558,    -2,  7375,     2,    -5,    -1,     0,     0,    -4,     0,     0,     0
  149, 11619, 16834, 32765,    10,   720,    -2, 11307,     2,    -8,    -1,     0,     0,    -3,     0,     0,     0
  150, 11619, 16835, 32767,     6,   874,     0, 15064,     3,    -8,    -2,     0,     0,    -2,     0,     0,     0
  151, 11620, 16834, 32767,     3,  1012,     0, 18584,     1,   -10,    -1,     0,     0,    -3,     0,     0,    -1
  152, 11620, 16837, 32767,     0,  1135,     0, 21808,     2,   -11,    -1,     0,     0,    -3,     0,     0,     0
  153, 11619, 16837, 32764,    -2,  1241,     0, 24687,     2,   -12,    -1,     0,     0,    -3,     1,     0,     1
  154, 11619, 16840, 32767,    -5,  1330,    -1, 27168,     1,   -14,    -1,     0,     0,    -3,     0,     0,     0
  155, 11619, 16836, 32767,    -6,  1399,    -1, 29226,     2,   -15,    -1,     0,     0,    -1,    -1,     0,    -1
  156, 11618, 16842, 32765,    -9,  1444,    -2, 30821,     3,   -15,    -2,     0,     0,    -3,     2,     0,     1
  157, 11619, 16836, 32766,   -11,  1468,    -2, 31930,     3,   -16,    -1,     0,     0,    -3,     0,     0,    -1
  158, 11619, 16832, 32766,   -14,  1469,    -1, 32532,     2,   -15,    -1,     0,     0,    -4,     0,     0,     1
  159, 11618, 16833, 32766,   -14,  1450,    -1, 32621,     2,   -17,    -1,     0,     0,    -3,     0,     0,     0
  160, 11618, 16837, 32766,   -16,  1410,    -1, 32196,     2,   -17,     0,     0,     0,    -4,     0,     0,     1
  161, 11619, 16835, 32767,   -18,  1342,    -2, 31249,     2,   -16,     1,     0,     0,    -2,    -1,     0,     0
  162, 11620, 16839, 32767,   -17,  1258,    -1, 29815,     4,   -16,    -1,     0,     0,    -3,     1,     0,     0
  163, 11620, 16834, 32767,   -18,  1155,     0, 27913,     3,   -14,    -1,     0,     0,    -3,     0,     0,     0
  164, 11618, 16840, 32767,   -18,  1034,    -2, 25571,     2,   -13,    -1,     0,     0,    -4,     1,     0,    -1
  165, 11618, 16832, 32766,   -19,   896,    -1, 22823,     2,   -11,     1,     0,     0,    -3,     1,     0,    -1
  166, 11620, 16837, 32765,   -18,   743,    -2, 19711,     1,   -11,     0,     0,     0,    -3,     0,     0,     0
  167, 11618, 16830, 32767,   -17,   582,    -2, 16284,     2,    -8,     0,     0,     0,    -3,     1,     0,    -1
  168, 11618, 16836, 32767,   -16,   412,    -1, 12599,     2,    -8,     0,     0,     0,    -3,     0,     0,     0
  169, 11618, 16830, 32767,   -16,   238,    -2,  8712,     2,    -5,     0,     0,     0,    -4,     2,     0,    -1
  170, 11618, 16836, 32767,   -14,    58,    -2,  4690,     1,    -3,     0,     0,     0,    -2,     0,     0,     0
  171, 11619, 16836, 32767,   -12,  -124,    -2,   589,     2,    -2,     0,     0,     0,    -3,    -1,     0,    -1
  172, 11619, 16839, 32766,   -10,  -301,    -1, -3525,     1,     1,     0,     0,     0,    -3,     0,     0,    -1
  173, 11619, 16833, 32767,    -6,  -471,     0, -7584,     2,     3,     0,     0,     0,    -4,     1,     0,    -3
  174, 11618, 16834, 32766,    -5,  -635,    -1, -11524,     2,     3,     0,     0,     0,    -3,    -1,     0,    -1
  175, 11619, 16835, 32767,    -4,  -790,    -1, -15282,     2,     5,     0,     0,     0,    -2,     1,     0,     0
  176, 11618, 16837, 32766,     1,  -940,     0, -18795,     2,     6,     0,     0,     0,    -3,     0,     0,     0
  177, 11619, 16836, 32767,     2, -1074,     0, -22025,     1,     8,     0,     0,     0,    -3,     1,     0,     0
  178, 11617, 16834, 32766,     6, -1188,    -1, -24903,     0,    10,    -2,     0,     0,    -4,     1,     0,    -1
  179, 11619, 16832, 32767,     7, -1286,    -1, -27391,     2,    10,    -1,     0,     0,    -4,    -1,     0,    -1
  180, 11618, 16837, 32765,    10, -1368,     1, -29441,     1,    13,     0,     0,     0,    -3,    -1,     0,    -1
  181, 11619, 16831, 32766,    12, -1425,    -1, -31030,     3,    13,     0,     0,     0,    -4,     0,     0,    -1
  182, 11619, 16834, 32765,    15, -1457,     0, -32131,     0,    14,     0,     0,     0,    -3,     0,     0,    -2
  183, 11619, 16836, 32767,    15, -1473,    -1, -32722,     1,    13,     0,     0,     0,    -4,     0,     0,     0
  184, 11618, 16837, 32766,    18, -1465,     0, -32768,     2,    14,     1,     0,     0,    -4,     1,     0,    -1
  185, 11619, 16835, 32765,    20, -1435,    -1, -32380,     2,    13,    -2,     0,     0,    -5,    -1,     0,     0
  186, 11618, 16834, 32767,    21, -1388,     0, -31437,     3,    13,     0,     0,     0,    -3,    -1,     0,    -1
  187, 11620, 16833, 32766,    22, -1313,     0, -29999,     2,    12,    -2,     0,     0,    -3,    -1,     0,    -1
  188, 11619, 16840, 32767,    22, -1222,    -1, -28098,     2,    12,     0,     0,     0,    -4,     1,     0,    -3
  189, 11619, 16834, 32767,    23, -1116,     0, -25751,     1,    11,    -1,     0,     0,    -5,    -2,     0,    -1
  190, 11620, 16837, 32767,    24,  -993,     0, -22996,     2,     9,     0,     0,     0,    -3,    -1,     0,    -1
  191, 11619, 16838, 32767,    25,  -855,     0, -19879,     0,     7,     0,     0,     0,    -4,    -1,     0,    -1
  192, 11619, 16837, 32766,    24,  -703,     0, -16456,     2,     7,    -1,     0,     0,    -4,    -1,     0,     0
  193, 11620, 16834, 32767,    23,  -544,    -1, -12773,     3,     4,    -2,     0,     0,    -4,     0,     0,    -2
  194, 11618, 16840, 32765,    22,  -382,     0, -8886,     1,     3,    -1,     0,     0,    -2,     1,     0,     0
  195, 11620, 16835, 32767,    21,  -214,     0, -4862,     2,     2,    -1,     0,     0,    -3,    -1,     0,     0
  196, 11619, 16839, 32767,    20,   -47,    -1,  -760,     2,     0,    -1,     0,     0,    -4,     1,     0,    -2
  197, 11619, 16834, 32767,    17,   124,    -1,  3347,     3,     0,    -1,     0,     0,    -2,     0,     0,    -1
  198, 11619, 16837, 32766,    16,   285,    -1,  7398,     2,    -4,     0,     0,     0,    -4,     1,     0,    -1
  199, 11619, 16834, 32767,    14,   436,    -1, 11334,     2,    -6,    -1,     0,     0,    -3,     0,     0,    -1
  200, 11620, 16835, 32767,    12,   583,    -1, 15090,     2,    -7,    -2,     0,     0,    -3,     0,     0,    -1
  201, 11618, 16838, 32767,    10,   714,    -2, 18608,     2,    -8,    -2,     0,     0,    -3,     0,     0,     0
  202, 11619, 16836, 32767,     7,   832,    -1, 21832,     4,   -10,    -1,     0,     0,    -3,     0,     0,    -1
  203, 11618, 16836, 32766,     4,   931,    -1, 24707,     2,   -11,    -2,     0,     0,    -3,     1,     0,    -1
  204, 11619, 16837, 32767,     3,  1013,     0, 27187,     1,   -11,    -2,     0,     0,    -2,     0,     0,     0
  205, 11620, 16833, 32766,     1,  1074,    -1, 29239,     2,   -13,    -1,     0,     0,    -3,     0,     0,     0
  206, 11618, 16832, 32765,    -1,  1117,    -2, 30833,     2,   -12,    -1,     0,     0,    -2,     0,     0,    -1
  207, 11618, 16838, 32767,    -2,  1138,    -3, 31938,     2,   -14,    -2,     0,     0,    -3,     0,     0,    -1
  208, 11619, 16838, 32767,    -5,  1135,    -2, 32534,     1,   -14,     0,     0,     0,    -3,     0,     0,     0
  209, 11620, 16835, 32767,    -6,  1106,    -1, 32621,     2,   -14,    -1,     0,     0,    -4,     1,     0,    -1
  210, 11620, 16837, 32766,    -7,  1063,    -2, 32190,     2,   -14,    -1,     0,     0,    -3,     0,     0,    -1
  211, 11619, 16837, 32767,    -7,   997,    -2, 31249,     2,   -12,     0,     0,     0,    -3,     0,     0,     0
  212, 11619, 16838, 32764,    -8,   908,    -1, 29807,     2,   -14,    -1,     0,     0,    -2,     1,     0,    -2
  213, 11619, 16837, 32766,   -10,   801,    -3, 27899,     2,   -12,    -1,     0,     0,    -4,     0,     0,    -1
  214, 11621, 16834, 32765,    -8,   676,    -2, 25556,     2,   -11,     0,     0,     0,    -3,     0,     0,     0
  215, 11619, 16834, 32767,    -8,   536,    -2, 22803,     3,   -10,     0,     0,     0,    -3,     1,     0,    -1
  216, 11619, 16834, 32767,    -9,   386,    -2, 19689,     2,    -7,     0,     0,     0,    -3,     0,     0,     1
  217, 11619, 16838, 32765,    -6,   220,    -2, 16262,     3,    -6,     1,     0,     0,    -3,     0,     0,    -1
  218, 11619, 16837, 32767,    -6,    48,    -1, 12571,     2,    -6,     0,     0,     0,    -3,     0,     0,    -1
  219, 11619, 16837, 32767,    -5,  -133,    -2,  8685,     3,    -3,    -1,     0,     0,    -4,     0,     0,     0
  220, 11618, 16835, 32766,    -4,  -310,     0,  4658,     0,    -1,     0,     0,     0,    -4,     0,     0,     1
  221, 11618, 16833, 32767,     0,  -492,    -1,   557,     2,     0,    -1,     0,     0,    -3,     0,     0,     0
  222, 11620, 16834, 32766,     1,  -672,    -1, -3556,     2,     3,    -1,     0,     0,    -3,     1,     0,     0
  223, 11619, 16837, 32767,     3,  -846,    -1, -7615,     2,     5,     0,     0,     0,    -4,     1,     0,    -1
  224, 11619, 16832, 32767,     6, -1013,    -2, -11549,     1,     7,     1,     0,     0,    -3,     0,     0,     0
  225, 11619, 16835, 32767,     9, -1167,    -2, -15308,     2,     8,     0,     0,     0,    -4,     0,     0,    -1
  226, 11618, 16835, 32765,    10, -1307,    -2, -18820,     2,    10,     0,     0,     0,    -4,     1,     0,    -2
  227, 11619, 16839, 32765,    14, -1438,    -1, -22034,     2,    11,     1,     0,     0,    -4,     0,     0,    -1
  228, 11619, 16832, 32766,    18, -1549,     0, -24917,     2,    12,     0,     0,     0,    -5,    -1,     0,    -2
  229, 11618, 16838, 32767,    19, -1639,     0, -27403,     2,    13,     0,     0,     0,    -3,     0,     0,    -1
  230, 11618, 16834, 32766,    22, -1711,    -1, -29455,     1,    14,     0,     0,     0,    -3,     1,     0,    -1
  231, 11618, 16838, 32767,    24, -1760,     0, -31042,     2,    16,     0,     0,     0,    -6,    -1,     0,     0
  232, 11618, 16834, 32767,    26, -1790,    -1, -32140,     1,    14,     0,     0,     0,    -3,     0,     0,    -1
  233, 11618, 16839, 32766,    28, -1794,     0, -32733,     2,    16,     0,     0,     0,    -3,    -1,     0,    -2
