    0, 11621
    1, 11621
    2, 11620
    3, 11620
    4, 11620
    5, 11620
    6, 11620
    7, 11621
    8, 11619
    9, 11619
   10, 11620
   11, 11620
   12, 11621
   13, 11620
   14, 11621
   15, 11620
   16, 11619
   17, 11621
   18, 11619
   19, 11620
   20, 11622
   21, 11621
   22, 11620
   23, 11620
   24, 11621
   25, 11619
   26, 11620
   27, 11619
   28, 11620
   29, 11621
   30, 11619
   31, 11620
   32, 11621
   33, 11620
   34, 11620
   35, 11619
   36, 11619
   37, 11619
   38, 11619
   39, 11618
   40, 11619
   41, 11619
   42, 11619
   43, 11619
   44, 11619
   45, 11619
   46, 11620
   47, 11619
   48, 11618
   49, 11619
   50, 11619
   51, 11619
   52, 11619
   53, 11619
   54, 11619
   55, 11620
   56, 11619
   57, 11620
   58, 11620
   59, 11619
   60, 11618
   61, 11618
   62, 11619
   63, 11619
   64, 11618
   65, 11618
   66, 11618
   67, 11619
   68, 11619
   69, 11619
   70, 11619
   71, 11619
   72, 11619
   73, 11620
   74, 11620
   75, 11618
   76, 11619
   77, 11620
   78, 11619
   79, 11620
   80, 11619
   81, 11621
   82, 11619
   83, 11619
   84, 11620
   85, 11620
   86, 11619
   87, 11620
   88, 11619
   89, 11621
   90, 11619
   91, 11620
   92, 11620
   93, 11619
   94, 11619
   95, 11620
   96, 11618
   97, 11618
   98, 11618
   99, 11619
  100, 11618
  101, 11619
  102, 11620
  103, 11618
  104, 11620
  105, 11619
  106, 11619
  107, 11620
  108, 11620
  109, 11619
  110, 11619
  111, 11620
  112, 11620
  113, 11618
  114, 11619
  115, 11618
  116, 11620
  117, 11619
  118, 11619
  119, 11619
  120, 11620
  121, 11621
  122, 11618
  123, 11618
  124, 11619
  125, 11620
  126, 11619
  127, 11619
  128, 11620
  129, 11619
  130, 11619
  131, 11619
  132, 11619
  133, 11619
  134, 11619
  135, 11619
  136, 11619
  137, 11618
  138, 11619
  139, 11619
  140, 11618
  141, 11619
  142, 11619
  143, 11620
  144, 11620
  145, 11619
  146, 11619
  147, 11618
  148, 11619
  149, 11618
  150, 11619
  151, 11619
  152, 11619
  153, 11619
  154, 11619
  155, 11619
  156, 11619
  157, 11620
  158, 11618
  159, 11619
  160, 11619
  161, 11620
  162, 11620
  163, 11619
  164, 11619
  165, 11619
  166, 11618
  167, 11620
  168, 11619
  169, 11618
  170, 11619
  171, 11619
  172, 11620
  173, 11618
  174, 11618
  175, 11618
  176, 11618
  177, 11620
  178, 11619
  179, 11619
  180, 11620
  181, 11620
  182, 11619
  183, 11618
  184, 11619
  185, 11618
  186, 11618
  187, 11618
  188, 11618
  189, 11618
  190, 11619
  191, 11619
  192, 11620
  193, 11618
  194, 11619
  195, 11618
  196, 11618
  197, 11619
  198, 11617
  199, 11618
  200, 11618
  201, 11619
  202, 11620
  203, 11618
  204, 11619
  205, 11618
  206, 11618
  207, 11617
  208, 11619
  209, 11619
  210, 11618
  211, 11618
  212, 11620
  213, 11618
  214, 11620
  215, 11618
  216, 11620
  217, 11619
  218, 11619
  219, 11619
  220, 11619
  221, 11618
  222, 11620
  223, 11618
  224, 11619
  225, 11618
  226, 11619
  227, 11619
  228, 11619
  229, 11618
  230, 11619
  231, 11618
  232, 11618
  233, 11618
  234, 11619
  235, 11619
  236, 11618
  237, 11618
  238, 11618
  239, 11619
  240, 11619
  241, 11618
  242, 11619
  243, 11619
  244, 11618
  245, 11618
  246, 11618
  247, 11618
  248, 11619
  249, 11619
  250, 11619
  251, 11619
  252, 11619
  253, 11620
  254, 11619
  255, 11619
